InstanceType,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
r7gd.16xlarge,r7gd,Memory,r,64,512.0,24077.081,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7i.large,r7i,Memory,r,2,16.0,34697.75583940001,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.xlarge,r7i,Memory,r,4,32.0,34301.1909938,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.2xlarge,r7i,Memory,r,8,64.0,31225.026048,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.4xlarge,r7i,Memory,r,16,128.0,34601.8810342,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.8xlarge,r7i,Memory,r,32,256.0,34785.947861,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.12xlarge,r7i,Memory,r,48,384.0,34303.2326352,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.16xlarge,r7i,Memory,r,64,512.0,34294.7839738,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.24xlarge,r7i,Memory,r,96,768.0,34375.390687,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7i.48xlarge,r7i,Memory,r,192,1536.0,34337.6371492,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.large,r7iz,Memory,r,2,16.0,35805.645069000006,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.xlarge,r7iz,Memory,r,4,32.0,35764.321865599995,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.2xlarge,r7iz,Memory,r,8,64.0,35854.9903118,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.4xlarge,r7iz,Memory,r,16,128.0,35862.87535839999,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.8xlarge,r7iz,Memory,r,32,256.0,35866.3119806,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.12xlarge,r7iz,Memory,r,48,384.0,35860.09764139999,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.16xlarge,r7iz,Memory,r,64,512.0,35871.1167232,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r7iz.32xlarge,r7iz,Memory,r,128,1024.0,35912.8514916,Intel(R) Xeon(R) Gold 6455B,Intel(R) Xeon(R) Platinum 8488C,Intel
r8g.medium,r8g,Memory,r,1,8.0,28979.4784516,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.large,r8g,Memory,r,2,16.0,28983.3231188,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.xlarge,r8g,Memory,r,4,32.0,28989.036983799997,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.2xlarge,r8g,Memory,r,8,64.0,28989.3728626,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.4xlarge,r8g,Memory,r,16,128.0,28981.1499764,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.8xlarge,r8g,Memory,r,32,256.0,28952.401559,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.12xlarge,r8g,Memory,r,48,384.0,28983.8286316,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.16xlarge,r8g,Memory,r,64,512.0,28983.8286316,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.24xlarge,r8g,Memory,r,96,768.0,28987.1890368,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8g.48xlarge,r8g,Memory,r,192,1536.0,28983.8286316,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.medium,r8gd,Memory,r,1,8.0,28979.4784516,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.large,r8gd,Memory,r,2,16.0,28983.3231188,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.xlarge,r8gd,Memory,r,4,32.0,28989.036983799997,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.2xlarge,r8gd,Memory,r,8,64.0,28989.3728626,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.4xlarge,r8gd,Memory,r,16,128.0,28981.1499764,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.8xlarge,r8gd,Memory,r,32,256.0,28952.401559,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.12xlarge,r8gd,Memory,r,48,384.0,28983.8286316,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.16xlarge,r8gd,Memory,r,64,512.0,28983.8286316,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.24xlarge,r8gd,Memory,r,96,768.0,28987.1890368,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
r8gd.48xlarge,r8gd,Memory,r,192,1536.0,28983.8286316,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
t1.micro,t1,General,t,1,0.5,,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel
t2.micro,t2,General,t,1,1.0,18680.147313200003,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,Intel
t2.small,t2,General,t,1,2.0,18456.5978276,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,Intel
t2.medium,t2,General,t,1,4.0,18677.2431552,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,Intel
t2.large,t2,General,t,2,8.0,18595.943173,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
t2.xlarge,t2,General,t,4,16.0,18656.670523,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
t2.2xlarge,t2,General,t,8,32.0,18582.0922232,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
t3.nano,t3,General,t,1,0.5,19838.448677,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
t3.micro,t3,General,t,1,1.0,18372.679650600003,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
t3.small,t3,General,t,1,2.0,17236.0433724,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
t3.medium,t3,General,t,1,4.0,16266.4390122,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
t3.large,t3,General,t,2,8.0,18001.996257799998,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
t3.xlarge,t3,General,t,4,16.0,17927.5861616,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
t3.2xlarge,t3,General,t,8,32.0,19030.8208542,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
t3a.nano,t3a,General,t,1,0.5,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t3a.micro,t3a,General,t,1,1.0,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t3a.small,t3a,General,t,1,2.0,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t3a.medium,t3a,General,t,1,4.0,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t3a.large,t3a,General,t,2,8.0,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t3a.xlarge,t3a,General,t,4,16.0,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t3a.2xlarge,t3a,General,t,8,32.0,16978.0766,AMD EPYC 7571,AMD EPYC 7571,AMD
t4g.nano,t4g,General,t,1,0.5,18328.2761066,AWS Graviton2 Processor,Neoverse-N1,AWS
t4g.micro,t4g,General,t,1,1.0,18357.8917948,AWS Graviton2 Processor,Neoverse-N1,AWS
t4g.small,t4g,General,t,1,2.0,18403.36735,AWS Graviton2 Processor,Neoverse-N1,AWS
t4g.medium,t4g,General,t,1,4.0,18380.1536048,AWS Graviton2 Processor,Neoverse-N1,AWS
t4g.large,t4g,General,t,2,8.0,18018.7907948,AWS Graviton2 Processor,Neoverse-N1,AWS
t4g.xlarge,t4g,General,t,4,16.0,17963.9244202,AWS Graviton2 Processor,Neoverse-N1,AWS
t4g.2xlarge,t4g,General,t,8,32.0,18300.0613522,AWS Graviton2 Processor,Neoverse-N1,AWS
trn1.2xlarge,trn1,AC,trn,8,32.0,28985.5594,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
trn1.32xlarge,trn1,AC,trn,128,512.0,28985.5594,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
trn1n.32xlarge,trn1n,AC,trn,128,512.0,28985.5594,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
vt1.24xlarge,vt1,AC,vt,96,192.0,23883.6025,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
vt1.3xlarge,vt1,AC,vt,12,24.0,23883.6025,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
vt1.6xlarge,vt1,AC,vt,24,48.0,23883.6025,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
x1.16xlarge,x1,Memory,x,64,976.0,19527.2736,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1.32xlarge,x1,Memory,x,128,1952.0,19637.2612,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1e.xlarge,x1e,Memory,x,4,122.0,19229.0832,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1e.2xlarge,x1e,Memory,x,8,244.0,19238.4694,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1e.4xlarge,x1e,Memory,x,16,488.0,19204.477,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1e.8xlarge,x1e,Memory,x,32,976.0,19390.351,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1e.16xlarge,x1e,Memory,x,64,1952.0,19744.483,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x1e.32xlarge,x1e,Memory,x,128,3904.0,19742.1451,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel(R) Xeon(R) CPU E7-8880 v3 @ 2.30GHz,Intel
x2gd.medium,x2gd,Memory,x,1,16.0,19348.4254,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.large,x2gd,Memory,x,2,32.0,19349.9985,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.xlarge,x2gd,Memory,x,4,64.0,19340.1922,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.2xlarge,x2gd,Memory,x,8,128.0,19341.913,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.4xlarge,x2gd,Memory,x,16,256.0,19334.6563,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.8xlarge,x2gd,Memory,x,32,512.0,19346.4059,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.12xlarge,x2gd,Memory,x,48,768.0,19336.603,AWS Graviton2 Processor,Neoverse-N1,AWS
x2gd.16xlarge,x2gd,Memory,x,64,1024.0,19343.2582,AWS Graviton2 Processor,Neoverse-N1,AWS
x2idn.16xlarge,x2idn,Memory,x,64,1024.0,29019.3273,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2idn.24xlarge,x2idn,Memory,x,96,1536.0,28954.3734,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2idn.32xlarge,x2idn,Memory,x,128,2048.0,28978.3536,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.xlarge,x2iedn,Memory,x,4,128.0,29008.0458,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.2xlarge,x2iedn,Memory,x,8,256.0,28991.5821,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.4xlarge,x2iedn,Memory,x,16,512.0,29005.7166,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.8xlarge,x2iedn,Memory,x,32,1024.0,28998.0027,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.16xlarge,x2iedn,Memory,x,64,2048.0,28890.2396,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.24xlarge,x2iedn,Memory,x,96,3072.0,29011.2577,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iedn.32xlarge,x2iedn,Memory,x,128,4096.0,28887.2738,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
x2iezn.2xlarge,x2iezn,Memory,x,8,256.0,33684.5898,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
x2iezn.4xlarge,x2iezn,Memory,x,16,512.0,33627.016,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
x2iezn.8xlarge,x2iezn,Memory,x,32,1024.0,33695.2893,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
x2iezn.12xlarge,x2iezn,Memory,x,48,1536.0,33253.1041,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
x2iezn.6xlarge,x2iezn,Memory,x,24,768.0,33705.6719,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
x8g.medium,x8g,Memory,x,1,16.0,28966.548239000003,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.large,x8g,Memory,x,2,32.0,28984.836102399997,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.xlarge,x8g,Memory,x,4,64.0,28993.4080554,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.2xlarge,x8g,Memory,x,8,128.0,28965.5865596,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.4xlarge,x8g,Memory,x,16,256.0,28948.8391302,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.8xlarge,x8g,Memory,x,32,512.0,28985.8438458,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.12xlarge,x8g,Memory,x,48,768.0,28977.782499400004,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.16xlarge,x8g,Memory,x,64,1024.0,28990.8860706,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.24xlarge,x8g,Memory,x,96,1536.0,28982.3159886,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
x8g.48xlarge,x8g,Memory,x,192,3072.0,27930.465304399997,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
z1d.large,z1d,Memory,z,2,16.0,29910.9303,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel
z1d.xlarge,z1d,Memory,z,4,32.0,29910.593,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel
z1d.2xlarge,z1d,Memory,z,8,64.0,29932.6018,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel
z1d.12xlarge,z1d,Memory,z,48,384.0,29928.1188,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel
z1d.3xlarge,z1d,Memory,z,12,96.0,29890.5849,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel
z1d.6xlarge,z1d,Memory,z,24,192.0,29941.0209,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,Intel
